DepartureCode,ArrivalCode,LowestPriceUSD,AveragePriceUSD,CheapestMonth
TUS,MKG,303.408,426,May,
DEN,MKG,184.214,320,November,
DRO,MKG,518.662,519,December,
MIA,MKG,229.974,476,November,
PBI,MKG,419.1,568,November,
SLC,MKG,513.72,514,July,
RSW,MKG,265.298,342,May,
ATL,MKG,432.8,433,November,
SJC,MKG,457.7,458,March,
ORD,MKG,149.278,190,October,
PHX,MKG,275.825,387,May,
LAX,MKG,246.16,448,November,
MCO,MKG,319.845,337,October,
SNA,MKG,221.187,424,November,
TUL,MKG,379.591,380,October,
FMN,MKG,711.9,712,December,
OGG,MKG,1273.2,1273,December,
IAD,MKG,383.3,383,November,
HNL,MKG,1139.9,1140,December,
DCA,MKG,377.7,378,November,
BWI,MKG,317.277,347,October,
OAK,MKG,905.2,905,March,
OMA,MLB,408.728,409,November,
MSP,MLB,229.1,494,November,
LGA,MLB,148.544,413,December,
EWR,MLB,112.75,380,December,
MHT,MLB,153.725,442,November,
YOW,MLB,336.335,416,December,
DTW,MLB,132.912,492,November,
SEA,MLB,216.367,514,October,
JFK,MLB,142.28,319,December,
ATL,MLB,193.343,230,October,
TOL,MLB,543.9,655,February,
PHL,MLB,335.727,472,October,
BDL,MLB,114.1,408,December,
ALB,MLB,143.6,282,November,
CVG,MLB,482.2,488,November,
DAY,MLB,227.679,308,October,
YEG,MLB,715.789,743,January,
ORD,MLB,424.2,516,February,
YYZ,MLB,178.751,458,October,
SYR,MLB,309.1,494,October,
BTV,MLB,143.6,450,November,
SNA,MLB,583.3,906,February,
CAK,MLB,143.1,361,November,
ACY,MLB,805.3,962,January,
LGB,MLB,509.9,836,February,
HPN,MLB,299.1,439,October,
CLE,MLB,164.7,422,November,
ONT,MLB,458.4,760,February,
BUR,MLB,520.9,779,February,
LAX,MLB,435.4,596,February,
BOI,MLB,241.2,482,November,
ATW,MLB,554.3,703,January,
SFO,MLB,391.69,449,October,
IAD,MLB,374.586,461,November,
GRB,MLB,563.2,624,January,
DCA,MLB,374.586,485,November,
BOS,MLB,150.108,407,November,
SLC,MLB,666.8,667,March,
BHM,MLB,747.8,748,November,
HVN,MLB,272.2,537,December,
ITH,MLB,376.2,660,October,
SMF,MLB,639.3,639,November,
CRW,MLB,271.7,370,October,
CHA,MLB,413.2,413,December,
DEN,MLB,294.916,479,October,
LEX,MLB,386.2,424,December,
BWI,MLB,444.2,471,March,
YQM,MLB,,,,
TUL,MLB,485.2,485,December,
MSN,MLB,503.2,652,October,
PWM,MLB,160.055,323,November,
YHZ,MLB,842.626,843,May,
DSM,MLB,313.1,313,December,
PHX,MLB,615.2,615,November,
MCN,MLB,683.4,683,October,
PVD,MLB,397.722,398,October,
BKW,MLB,292.7,559,October,
LCH,MLB,434.5,435,November,
YQG,MLB,1086.71,1423,November,
OAK,MLB,604.7,605,January,
YYC,MLH,1066.46,1066,November,
ONT,MLH,1810.6,1811,June,
LAX,MLH,1808.6,2956,June,
BUR,MLH,1803.4,1803,June,
SNA,MLH,1795.8,1796,June,
LGB,MLH,1745.8,1746,June,
DCA,MLH,1496.5,2028,December,
HOU,MLH,2261.4,2261,November,
IAD,MLH,1488.8,2022,December,
YTZ,MLH,1153.46,1153,May,
BWI,MLH,1396.5,1978,December,
YYZ,MLH,849.732,850,May,
JAX,MLH,3032.39,3032,December,
LAS,MLH,2250.8,2251,November,
IAH,MLH,2199.8,2200,November,
LGA,MLI,148.05,249,November,
DFW,MLI,189.915,331,November,
LAX,MLI,321.6,407,March,
PHX,MLI,220.138,306,October,
ATL,MLI,180.056,314,November,
EWR,MLI,170.05,284,November,
ORD,MLI,129.396,259,November,
SEA,MLI,483.65,484,December,
PHL,MLI,240.567,280,November,
SNA,MLI,195.555,355,March,
JFK,MLI,148.05,290,November,
TUS,MLI,215.899,319,November,
HPN,MLI,285.15,292,December,
OKC,MLI,281.722,304,January,
CHA,MLI,311.086,374,November,
BUR,MLI,210.05,319,March,
DAL,MLI,378.265,408,November,
ACT,MLI,300.624,301,January,
PDX,MLI,506.513,507,December,
BHM,MLI,278.11,326,December,
DEN,MLI,195.372,313,February,
COS,MLI,290.37,327,January,
BWI,MLI,147.621,246,November,
YVR,MLI,625.156,625,December,
LGB,MLI,406.05,555,March,
ONT,MLI,404.1,422,March,
MDW,MLI,551.451,551,May,
IAD,MLI,469.916,470,December,
DCA,MLI,456.531,463,November,
CHS,MLI,315.332,536,October,
SBN,MLI,423.726,439,November,
SFO,MLM,253.478,458,October,
DCA,MLM,311.487,568,October,
IAD,MLM,311.487,542,October,
EWR,MLM,360.26,622,October,
IAH,MLM,367.11,543,October,
LAS,MLM,282.38,371,October,
JFK,MLM,329.26,627,October,
LGA,MLM,363.26,615,October,
DFW,MLM,339.72,539,November,
MSP,MLM,745.83,746,December,
HOU,MLM,422.4,564,October,
OAK,MLM,404.52,798,October,
SJC,MLM,284.716,601,October,
MIA,MLM,749.331,749,November,
LAX,MLM,206.88,361,October,
ORD,MLM,206.19,408,October,
PHX,MLM,252.965,477,November,
FLL,MLM,749.331,749,November,
DAL,MLM,354.88,356,November,
OKC,MLM,371.719,683,November,
BWI,MLM,459.175,727,October,
SNA,MLM,293.37,439,October,
MCO,MLM,766.74,767,January,
TUS,MLM,277.185,537,November,
PBI,MLM,749.331,749,November,
RDU,MLM,741.615,742,December,
CLL,MLM,428.472,573,October,
PHL,MLM,407.26,407,October,
BUR,MLM,417.38,614,October,
ONT,MLM,254.87,427,October,
LGB,MLM,428.97,605,October,
CLT,MLM,782.618,783,December,
ACT,MLM,410.799,411,November,
PHX,MLU,202.65,318,October,
BOS,MLU,230.65,327,November,
DAL,MLU,142.1,186,November,
DFW,MLU,138.1,181,November,
LAX,MLU,330.65,366,October,
TUS,MLU,261.411,394,May,
BUR,MLU,340.15,388,October,
TYR,MLU,246.329,246,October,
SNA,MLU,305.226,336,October,
ACT,MLU,250.22,260,November,
SEA,MMX,1299.4,1323,February,
SAN,MMX,1296.9,1349,February,
BUR,MMX,9111.03,9111,December,
CLD,MMX,1419.9,2971,February,
TIJ,MMX,2191.57,3447,November,
PHX,MMX,1330.4,1330,October,
IAD,MMX,1122.7,1123,November,
YQG,MMX,1521.8,1522,February,
DTW,MMX,1116.5,1117,February,
MSP,MMX,1631.7,1632,March,
DCA,MMX,1280.6,1281,November,
BWI,MMX,1605.6,1606,November,
YYZ,MNL,740.482,1118,October,
IAD,MNL,759.58,1480,December,
DCA,MNL,825.44,1537,December,
EWR,MNL,829.76,1538,February,
LAX,MNL,567.139,857,April,
JFK,MNL,794.456,1450,December,
YVR,MNL,609.511,1211,December,
BWI,MNL,829.668,1722,February,
DEN,MNL,656.47,1119,November,
LGA,MNL,829.76,1599,February,
SFO,MNL,526.01,1006,February,
BUF,MNL,876.783,1404,April,
FLL,MNL,898,1352,February,
MIA,MNL,1212.4,1574,February,
PHL,MNL,779.811,1886,December,
ORD,MNL,942.055,1317,October,
LAS,MNL,865.68,1119,October,
YEG,MNL,1017.71,1249,April,
SEA,MNL,895,1201,March,
TPA,MNL,966.71,1364,December,
PBI,MNL,1084.4,1608,February,
SNA,MNL,599.646,1772,October,
YYC,MNL,1017.37,1170,November,
YYJ,MNL,696.797,1088,December,
OAK,MNL,1173.23,1677,January,
SJC,MNL,885.24,1252,November,
HNL,MNL,795.754,925,October,
MCO,MNL,1363.3,1726,May,
LGB,MNL,774.59,1709,January,
IAH,MNL,862.96,1150,November,
SAN,MNL,578.5,932,October,
ORF,MNL,820.84,1273,October,
ROC,MNL,1053.63,1479,February,
PDX,MNL,1136.54,1475,January,
DFW,MNL,1183,1365,May,
YOW,MNL,1172.16,1172,February,
YKF,MNL,1296.24,1555,December,
SLC,MNL,1001.3,1059,November,
COS,MNL,810.272,1395,December,
HPN,MNL,835.36,2287,February,
HOU,MNL,871.96,1608,November,
MSP,MNL,1206.82,1499,November,
MSY,MNL,1027.84,1474,January,
PHX,MNL,845.9,1163,November,
MCI,MNL,1035.98,1377,November,
LHR,MNL,517.36,701,November,
PSP,MNL,625.241,1194,October,
OGG,MNL,963.781,1070,March,
ITO,MNL,925.727,936,February,
YCD,MNL,701.071,1162,December,
OKC,MNL,801.84,1211,November,
CLD,MNL,715.84,1104,October,
LGW,MNL,770.44,1199,November,
YHM,MNL,1505.16,1685,October,
SGF,MNL,1083.68,1319,January,
RDU,MNL,1253.5,1539,October,
GRR,MNL,1088.41,1088,October,
SRQ,MNL,1389.5,1976,December,
GSO,MNL,1252.2,1725,November,
MDW,MNL,1056,1606,May,
LGA,MOB,167.55,336,January,
EWR,MOB,316.825,437,December,
JFK,MOB,188.55,370,October,
SFO,MOB,354.15,464,November,
DEN,MOB,241.05,417,October,
ORD,MOB,191.419,284,October,
CHO,MOB,380.65,381,October,
DFW,MOB,187.55,293,October,
PHL,MOB,165.796,299,January,
LAX,MOB,470.811,471,November,
BOS,MOB,171.884,252,November,
LAS,MOB,183.346,359,October,
DAL,MOB,187.55,305,October,
BWI,MOB,292.42,314,January,
COS,MOB,344.142,369,November,
SNA,MOB,492.7,493,November,
SMF,MOB,519.1,519,May,
FNT,MOB,636.75,637,August,
YYZ,MOB,417.231,417,October,
CUR,MOB,732.42,732,October,
ATL,MOB,311.487,357,October,
DCA,MOB,329.064,462,July,
SLC,MOB,461.656,462,February,
BUR,MOB,529.7,530,November,
IAD,MOB,329.064,440,July,
ONT,MOB,475.2,475,November,
ACT,MOB,302.421,308,November,
MSY,MOB,837.757,838,October,
SJC,MOB,361.762,493,November,
HOU,MOB,228.846,297,October,
IAH,MOB,198.878,286,October,
PHX,MOB,196.245,315,October,
HPN,MOB,243.05,301,January,
SEA,MOB,545.502,546,November,
ROC,MOB,465.007,465,November,
TPA,MOB,290.58,354,November,
OKC,MOB,198.522,362,October,
LGB,MOB,559.2,559,November,
LAN,MOB,1036.19,1036,August,
OAK,MOB,719.857,752,May,
MBS,MOB,874.7,875,August,
HYD,MOD,3170.19,3170,April,
YYZ,MOT,512.7,513,November,
DEN,MOT,214,214,May,
COS,MOT,495.521,496,May,
YKF,MOT,1377.66,1378,November,
DFW,MPL,1162.8,1277,January,
YUL,MPL,1004.94,2414,November,
LAX,MPL,1515.39,5207,October,
DAL,MPL,3687.68,3742,December,
PHX,MPL,1664.91,1665,July,
JFK,MPL,1453.94,1454,November,
KBP,MPL,798.8,799,May,
PDX,MPL,9519.3,9519,March,
YYZ,MQT,332.244,353,January,
EWR,MRS,807.444,997,December,
JFK,MRS,722.28,978,January,
LGA,MRS,1140.66,1731,October,
PHL,MRS,506.64,1117,December,
LAX,MRS,1114.15,1257,December,
DFW,MRS,1152.66,1243,December,
SFO,MRS,578.34,1017,October,
OKC,MRS,1131.91,1252,January,
SNA,MRS,1336.06,1634,October,
YUL,MRS,796.745,797,December,
TUS,MRS,1258.71,1920,November,
PHX,MRS,1201.54,1430,November,
ORD,MRS,1102.51,1215,December,
PDX,MRS,1736.72,1749,July,
SEA,MRS,1519.06,1637,March,
IAD,MRS,847.4,1028,January,
SJC,MRS,1167.94,1921,November,
DAL,MRS,1277.89,1278,January,
SBN,MRS,1132.53,1280,December,
DCA,MRS,1242.24,1242,January,
LAS,MRS,1068.08,1068,November,
HPN,MRS,1260.04,1260,January,
LAS,MRY,228.05,387,November,
LAX,MRY,149.204,249,November,
PHX,MRY,149,248,October,
BUR,MRY,142.05,237,November,
HYD,MRY,1387.15,2232,January,
BWI,MRY,528.2,616,May,
DFW,MRY,180.05,180,October,
DCA,MRY,518.2,518,May,
IAD,MRY,514.2,514,May,
DAL,MRY,354.4,383,May,
PSP,MRY,155.599,243,November,
PRC,MRY,245.47,437,October,
TUS,MRY,234.397,463,October,
LUX,MRY,1271.32,1271,May,
MGA,MRY,887.19,887,July,
SIN,MRY,2044.24,2044,November,
FAI,MRY,359.486,650,October,
LGB,MRY,158.247,311,November,
JFK,MRY,753.167,753,May,
SDF,MSN,340.6,341,May,
CVG,MSN,335.715,336,May,
LAS,MSN,143.013,321,November,
ATL,MSN,152.022,294,November,
SFO,MSN,198.6,326,November,
BOI,MSN,475,476,October,
DEN,MSN,99.267,231,October,
LAX,MSN,190.38,333,October,
EWR,MSN,180.6,317,November,
SNA,MSN,184.914,381,October,
DFW,MSN,203.65,302,November,
LGA,MSN,146.656,271,January,
PHX,MSN,153.971,265,November,
TPA,MSN,143.726,293,November,
IAH,MSN,130.3,238,May,
YYZ,MSN,206.789,326,October,
SRQ,MSN,176.062,310,October,
DCA,MSN,139.502,388,November,
OMA,MSN,211.331,374,November,
HOU,MSN,168.3,482,May,
GRI,MSN,489.8,490,October,
AUS,MSN,204.466,310,November,
IAD,MSN,141.291,177,November,
BHM,MSN,224.824,344,April,
CRP,MSN,432.338,432,November,
STL,MSN,106.365,180,November,
COS,MSN,291.491,343,November,
OKC,MSN,150.108,150,November,
PSP,MSN,184.245,342,October,
BPT,MSN,179.781,276,May,
TUS,MSN,209.874,298,November,
PHL,MSN,156.493,170,November,
BWI,MSN,225.35,229,November,
ONT,MSN,296.192,300,October,
SJC,MSN,336.455,363,November,
CHA,MSN,194.125,342,April,
SAT,MSN,253.538,344,November,
JFK,MSN,180.637,353,November,
BNA,MSN,245.677,319,November,
MHT,MSN,154.704,417,November,
TLV,MSN,1305.69,1306,December,
SVO,MSN,1988.7,1989,July,
SYR,MSN,369.532,370,October,
MSY,MSN,529.597,530,October,
CLL,MSN,221.191,276,May,
YKF,MSN,183.104,300,October,
JAN,MSN,426.893,427,October,
TWF,MSN,625.042,625,October,
SUN,MSN,678.433,735,October,
MSP,MSN,178.686,225,November,
SJU,MSN,1018.02,1018,May,
RSW,MSN,128.438,222,November,
MIA,MSN,218.357,380,October,
YVR,MSN,272.967,371,October,
RDU,MSN,204.327,447,November,
SEA,MSN,184.073,272,October,
SLC,MSN,145.681,266,October,
ACT,MSN,314.21,314,October,
SAF,MSN,467.726,468,July,
OAK,MSN,313.2,468,November,
DEN,MSO,79.2349,201,October,
ORD,MSO,276,394,October,
MDW,MSO,321,550,October,
EWR,MSO,289.05,519,October,
PHX,MSO,108.063,178,November,
SFO,MSO,119.05,169,October,
OAK,MSO,119.05,176,October,
LGA,MSO,173.65,496,October,
CLT,MSO,408.15,517,October,
TPA,MSO,900.226,900,October,
MCO,MSO,984.176,984,October,
SNA,MSO,458.136,505,December,
PHL,MSO,294.003,485,October,
COS,MSO,241.39,423,October,
EGE,MSO,435.792,476,October,
JFK,MSO,293.05,492,October,
SAN,MSO,491.439,491,December,
SEA,MSO,323.236,323,May,
LAX,MSO,415.387,415,December,
SJC,MSO,106.636,163,October,
BWI,MSO,300.394,391,October,
YVR,MSO,485.342,485,May,
CLD,MSO,623.749,624,December,
TUS,MSO,286.679,374,November,
RDU,MSO,401.508,499,October,
HPN,MSO,376.05,749,October,
LGA,MSP,156.585,290,November,
YYZ,MSP,227.502,330,October,
MKE,MSP,114.289,167,October,
EWR,MSP,195.393,331,October,
LAX,MSP,107.1,185,October,
SEA,MSP,145.859,241,December,
DEN,MSP,50.0126,157,November,
IAD,MSP,69.0171,249,November,
BWI,MSP,128.688,274,November,
DAY,MSP,202.55,351,October,
DCA,MSP,151.6,276,October,
SNA,MSP,133.903,262,February,
SAN,MSP,133.65,271,February,
PHX,MSP,111.699,205,October,
ORD,MSP,39.1,101,November,
YWG,MSP,250.713,396,October,
ATL,MSP,199.6,231,October,
BLI,MSP,435.2,447,June,
HPN,MSP,211.55,393,November,
IND,MSP,107.996,319,October,
PHL,MSP,171.884,304,November,
RSW,MSP,131.031,199,March,
MCO,MSP,92.1,200,November,
YVR,MSP,280.662,500,October,
OKC,MSP,121.401,287,November,
YUL,MSP,469.309,478,December,
JFK,MSP,170.984,332,November,
PDX,MSP,156.733,283,October,
MDW,MSP,88.8984,194,April,
AUS,MSP,132.89,255,November,
SAT,MSP,179.6,320,November,
SFO,MSP,147.586,258,November,
DTW,MSP,160.32,273,December,
LAS,MSP,97.1,213,November,
RIC,MSP,153.472,265,November,
TUS,MSP,194.338,408,October,
LGB,MSP,152.02,327,October,
FLL,MSP,141.2,190,October,
STL,MSP,115.527,195,October,
CLT,MSP,168.193,288,October,
CLE,MSP,153.65,274,December,
CMH,MSP,171.05,334,October,
ABQ,MSP,188.05,297,November,
LAN,MSP,150.1,216,November,
OAK,MSP,160.6,332,October,
CVG,MSP,203.132,336,October,
GSO,MSP,178.6,319,October,
ISN,MSP,514.004,514,December,
BUF,MSP,140.649,252,October,
PBI,MSP,189.538,284,October,
GEG,MSP,582.2,633,November,
RDU,MSP,147.55,281,November,
YYJ,MSP,319.291,559,November,
DFW,MSP,77.1,187,November,
TUL,MSP,178.05,303,November,
ROC,MSP,146.374,249,October,
TPA,MSP,108.405,231,November,
YEG,MSP,258.041,377,October,
YOW,MSP,337.684,338,May,
DEN,MSQ,1054.23,1228,March,
LAS,MSQ,1074.84,1075,January,
ATL,MSQ,982.453,1118,February,
CLE,MSQ,1496.57,1497,July,
ATH,MSQ,485.36,485,October,
COS,MSQ,1192.26,1331,March,
PSP,MSQ,1189.64,1200,November,
DTW,MSQ,1552.52,1553,July,
BHM,MSQ,1337.5,2183,December,
PIT,MSQ,1451.37,1451,July,
SKG,MSQ,386.704,387,October,
EGE,MSQ,1364.63,1365,March,
PHX,MSS,224.258,372,October,
DEN,MSS,524.373,524,May,
DFW,MTJ,372.2,643,March,
LAX,MTJ,306.646,402,October,
PHL,MTJ,436.983,437,January,
MCO,MTJ,590.526,591,February,
BWI,MTJ,627.534,628,January,
LGA,MTJ,535.246,535,December,
EWR,MTJ,532.52,533,December,
DAL,MTJ,627.928,628,March,
ACT,MTJ,422.506,423,March,
OKC,MTJ,397.389,397,March,
ATL,MTJ,544.86,545,December,
FLL,MTJ,755.645,756,December,
DCA,MTJ,608.296,608,January,
IAD,MTJ,608.296,608,January,
PIT,MTJ,665.357,665,November,
LAX,MTY,268.17,421,October,
IAH,MTY,334.09,471,May,
SFO,MTY,281,427,October,
ORD,MTY,334.28,395,October,
LGA,MTY,348.593,517,December,
JFK,MTY,372.22,517,October,
EWR,MTY,348.593,518,December,
SNA,MTY,318.302,428,October,
HOU,MTY,352.083,499,October,
DFW,MTY,272.63,347,November,
DAL,MTY,272.63,358,November,
CLL,MTY,316.231,475,October,
SJC,MTY,293.67,476,October,
LGB,MTY,365.323,491,October,
BUR,MTY,247.58,367,October,
PHL,MTY,373.845,494,December,
BPT,MTY,342.89,476,October,
TIJ,MTY,418.65,419,December,
BWI,MTY,382.319,550,October,
DCA,MTY,374.817,531,December,
OKC,MTY,317.907,424,November,
ACT,MTY,296.045,390,November,
MXL,MTY,597.065,597,December,
IAD,MTY,374.817,477,December,
BOS,MUC,557.081,792,December,
SAN,MUC,1045.88,1302,December,
RDU,MUC,1020.3,1114,November,
SNA,MUC,1139.99,1404,November,
PHL,MUC,988.3,1176,November,
IAD,MUC,827.922,968,November,
LAX,MUC,1013.7,1150,November,
FLL,MUC,891.97,1096,January,
EWR,MUC,917.814,1175,November,
MIA,MUC,918.95,993,January,
BWI,MUC,1090,1209,December,
JFK,MUC,562.135,893,October,
LAS,MUC,924.009,1301,October,
LGA,MUC,1080.87,1417,November,
YYZ,MUC,702.104,839,November,
MSP,MUC,1188.97,1238,January,
DCA,MUC,1092.32,1225,May,
CLD,MUC,1212.43,1414,November,
ORD,MUC,827.373,1039,November,
CLT,MUC,1044.8,1235,May,
MHT,MUC,1139.4,1456,January,
AUS,MUC,670.26,919,December,
TPA,MUC,1081,1083,February,
SGF,MUC,1225.17,1225,December,
PBI,MUC,1131.7,1222,January,
DEN,MUC,1072.63,1203,October,
YVR,MUC,874.25,961,December,
PHX,MUC,1145.08,1231,October,
YOW,MUC,960.839,961,October,
YTZ,MUC,796.288,950,November,
YUL,MUC,729.953,846,December,
ONT,MUC,1135.99,1209,November,
SFO,MUC,1174.82,1180,November,
TLV,MUC,329.52,354,January,
PVD,MUC,1160.13,1279,January,
TXL,MUC,58.19,84,July,
ATL,MUC,1132.09,1322,November,
LGB,MUC,1330.6,1472,November,
PSP,MUC,1342.14,1627,November,
IAH,MUC,854.078,1059,October,
COS,MUC,842.176,1182,November,
SRQ,MUC,1185.14,1240,February,
SEA,MUC,1224.99,1225,November,
LHR,MUC,212.892,213,April,
PHF,MUC,990.4,990,May,
HPN,MUC,1154.97,1155,November,
GSP,MUC,1336.11,1351,May,
GSO,MUC,1224.25,1290,November,
LGW,MUC,226.3,226,April,
XDS,MUC,961.951,962,October,
DUS,MUC,96.09,103,November,
PIT,MUC,1273.69,1274,March,
YKF,MUC,756.964,1070,November,
HOU,MUC,1522.1,1582,December,
LCY,MUC,277.197,277,April,
YYJ,MUC,974.18,1227,December,
STN,MUC,219.3,219,April,
ORF,MUC,995.73,996,May,
CNF,MUC,1519.04,1519,December,
TUS,MUC,1339.9,1363,October,
IAH,MVD,1437.61,1439,May,
JFK,MVD,752.5,943,October,
LGA,MVD,1099.87,1286,April,
EWR,MVD,1121.45,1418,October,
HOU,MVD,1460.45,1559,November,
DCA,MVD,1158.12,1509,October,
IAD,MVD,1119.67,1343,October,
YYC,MVD,1280.66,1281,January,
LAX,MVD,1371.6,1372,December,
SFO,MVD,1289.5,1290,October,
MIA,MVD,843.5,844,November,
BWI,MVD,1542.38,1695,April,
CLL,MVD,1495.09,1520,November,
PHL,MVD,1478.83,1681,October,
BPT,MVD,1550.45,1582,May,
ATL,MVD,1166.8,1167,December,
SNA,MVD,1657.71,1658,December,
FLL,MVD,1310.5,1311,November,
SJC,MVD,1634.07,1634,October,
OAK,MVD,1537.34,1537,October,
PHX,MVY,To:Martha's Vineyard,316.881,481,October,
RDU,MVY,To:Martha's Vineyard,200.114,300,October,
SAN,MVY,To:Martha's Vineyard,349.49,603,December,
EWR,MVY,To:Martha's Vineyard,324.2,324,November,
DEN,MVY,To:Martha's Vineyard,340.072,444,October,
DTW,MVY,To:Martha's Vineyard,251.365,371,October,
JFK,MVY,To:Martha's Vineyard,394.2,394,November,
SFO,MVY,To:Martha's Vineyard,315.87,477,November,
HOU,MVY,To:Martha's Vineyard,258.84,277,November,
HPN,MVY,To:Martha's Vineyard,708.3,708,November,
TPA,MVY,To:Martha's Vineyard,238.307,449,October,
TIJ,MVY,To:Martha's Vineyard,1464.8,1950,January,
MCO,MVY,To:Martha's Vineyard,569.98,570,November,
IAH,MVY,To:Martha's Vineyard,279.535,297,November,
CLT,MVY,To:Martha's Vineyard,247.519,325,October,
DFW,MVY,To:Martha's Vineyard,281.048,428,November,
IAD,MVY,To:Martha's Vineyard,217.949,321,October,
SNA,MVY,To:Martha's Vineyard,718.222,718,April,
TOL,MVY,To:Martha's Vineyard,463.2,538,October,
OAK,MVY,To:Martha's Vineyard,457.2,582,November,
FLL,MVY,To:Martha's Vineyard,248.6,415,October,
ORD,MVY,To:Martha's Vineyard,273.263,352,October,
ATL,MVY,To:Martha's Vineyard,318.2,414,October,
MLB,MVY,To:Martha's Vineyard,293.7,529,November,
MCO,MXL,479.391,638,October,
JAX,MXL,517.597,711,October,
LAS,MXL,399.889,668,October,
PVR,MXL,319.609,398,May,
BJX,MXL,355.012,483,May,
JFK,MXP,493.5,662,December,
EWR,MXP,584.42,839,December,
LGA,MXP,634.25,919,November,
SAV,MXP,1000.39,1000,December,
PHL,MXP,704.98,1328,December,
MIA,MXP,619.435,693,November,
LAX,MXP,799.078,951,October,
ATL,MXP,893.35,949,November,
ORD,MXP,722.34,785,March,
PHX,MXP,941.95,1110,December,
IAD,MXP,566.347,948,December,
DTW,MXP,906.285,906,February,
CVG,MXP,687.36,1015,February,
SFO,MXP,1055.21,1280,October,
TPA,MXP,862.51,863,October,
DCA,MXP,647.384,1455,December,
FLL,MXP,589.107,711,November,
DSM,MXP,710.06,953,January,
BWI,MXP,918.654,1347,November,
SNA,MXP,1054.99,1252,November,
YYZ,MXP,605.509,744,November,
JAX,MXP,1069.63,1070,December,
YQG,MXP,838.485,838,February,
RDU,MXP,837,1208,November,
DFW,MXP,931.484,992,November,
BNA,MXP,1049,1049,December,
BOS,MXP,685,747,November,
NRT,MXP,3129.44,3129,December,
LAS,MXP,1185.81,1186,May,
IAH,MXP,1229.56,1230,December,
STL,MXP,891.266,891,October,
DEN,MXP,1367.07,1367,May,
FNT,MXP,1019.14,1019,March,
SEA,MXP,1003.3,1355,November,
CLT,MXP,1471.11,1471,June,
KIX,MXP,3133.63,3134,December,
FUK,MXP,3113.45,3113,December,
ICN,MXP,3156.65,3157,December,
DAL,MXP,1028.2,1188,November,
BHX,MXP,138.21,138,December,
TLV,MXP,396.03,396,July,
OKC,MXP,1045.8,1175,November,
HHH,MXP,1482.97,1483,December,
DAY,MXP,1043,1166,December,
IND,MXP,973.708,1102,December,
BHM,MXP,1151.46,1188,December,
HPN,MXP,1131.9,1132,November,
CHA,MXP,897.821,1128,November,
HND,MXP,,,,
OMA,MXP,965.715,1111,January,
MCI,MXP,1016.59,1204,January,
HOU,MXP,1634.38,1634,December,
TUS,MXP,1310.55,1602,December,
PBI,MXP,872.604,873,November,
MHT,MXP,953.811,987,November,
MDW,MXP,869.86,934,February,
TOL,MXP,1121.6,1122,February,
YYZ,MYR,147,289,October,
PHL,MYR,35.3643,175,November,
LAS,MYR,176.1,309,October,
DTW,MYR,64.05,189,October,
IAH,MYR,119.1,332,November,
DFW,MYR,128.891,283,November,
PIT,MYR,159.862,258,November,
LGA,MYR,87.1,234,October,
BUF,MYR,208.868,304,December,
EWR,MYR,140.527,227,November,
SFO,MYR,302.05,674,October,
IAD,MYR,262.426,373,November,
BTV,MYR,462.745,490,February,
DEN,MYR,214.05,335,October,
CLE,MYR,306.65,334,January,
ATL,MYR,149.033,273,November,
ORD,MYR,47.1,172,October,
JFK,MYR,137.735,219,November,
YEG,MYR,617.7,618,November,
CVG,MYR,338.65,339,November,
PVD,MYR,194.8,322,July,
MIA,MYR,230.6,308,December,
DCA,MYR,131.438,357,April,
FLL,MYR,78.1,130,December,
BOS,MYR,82.1,198,November,
JST,MYR,346.6,487,November,
OAK,MYR,404.05,597,October,
CAK,MYR,227.8,328,July,
MSP,MYR,344.2,344,October,
PHX,MYR,205.55,328,November,
ALB,MYR,203.6,301,November,
LAX,MYR,224.6,422,December,
HPN,MYR,161.05,273,October,
CRW,MYR,338.55,429,November,
YUL,MYR,454.71,578,February,
PBG,MYR,396.1,508,February,
SAN,MYR,343.768,578,January,
ROA,MYR,275.432,305,November,
SYR,MYR,401.15,401,November,
YQG,MYR,244.24,504,October,
HOU,MYR,225.55,392,November,
SEA,MYR,923.986,1139,December,
